baths,baths_full,baths_half,beds,garage,lot_sqft,sold_price,sqft,stories,type,year_built,is_price_reduced,city,lat,lon,postal_code,state,state_code,property_id,basement,big_lot,big_yard,carport,central_air,central_heat,city_view,community_outdoor_space,community_security_features,community_swimming_pool,corner_lot,dining_room,dishwasher,energy_efficient,ensuite,family_room,farm,fenced_yard,fireplace,floor_plan,forced_air,front_porch,garage_1_or_more,garage_2_or_more,garage_3_or_more,groundscare,hardwood_floors,high_ceiling,hill_or_mountain_view,laundry_room,master_bedroom,modern_kitchen,new_roof,open_floor_plan,park,ranch,recreation_facilities,rental_property,shopping,single_story,swimming_pool,trails,two_or_more_stories,updated_kitchen,view,views,washer_dryer,sold_month,sold_year,list_month,list_year,time_on_market,Median Age,Total Population,Average Household Size
2,2,0,3,1,10454.0,554950.0,1821.0,1,single_family,1963,False,Juneau,58.36395,-134.59372,99801,Alaska,AK,9074430767,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,9,2023,6,2023,81,33.28458401305057,33000.0,2.4684828711256115
1,1,0,2,0,2334077.722222222,415000.0,950.0,1,condos,1969,False,Juneau,58.386651,-134.649067,99801,Alaska,AK,7412309719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,8,2023,8,2023,-17,33.28458401305057,33000.0,2.4684828711256115
3,3,0,5,2,5875.0,835000.0,3860.0,1,single_family,1920,False,Juneau,58.304573,-134.403991,99801,Alaska,AK,7660490777,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,2023,8,2023,-18,33.28458401305057,33000.0,2.4684828711256115
2,2,0,3,2,11761.0,129900.0,1478.0,1,single_family,1998,False,Montgomery,32.389075,-86.178412,36117,Alabama,AL,8846541030,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,12,2023,28,35.4,200586.0,2.41
2,2,0,4,1,6534.0,88500.0,1389.0,2,single_family,1945,False,Montgomery,32.382748,-86.273286,36107,Alabama,AL,7727981021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2024,11,2023,67,35.4,200586.0,2.41
2,2,0,3,0,17424.0,145000.0,2058.0,1,single_family,1969,False,Montgomery,32.380023,-86.221454,36109,Alabama,AL,7320925131,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,12,2023,28,35.4,200586.0,2.41
2,2,0,3,0,9712.0,65000.0,1432.0,1,single_family,1955,False,Montgomery,32.386844,-86.284387,36107,Alabama,AL,7231604965,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2024,7,2023,195,35.4,200586.0,2.41
2,2,0,3,0,10890.0,169000.0,1804.0,1,single_family,1984,False,Montgomery,32.351898,-86.232662,36106,Alabama,AL,7700690979,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,10,2023,75,35.4,200586.0,2.41
2,2,0,3,0,12632.0,180000.0,1476.0,1,single_family,1999,False,Montgomery,32.405798,-86.200885,36117,Alabama,AL,8798505230,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,12,2023,35,35.4,200586.0,2.41
2,2,0,4,0,12632.0,260000.0,1888.0,1,single_family,2001,True,Montgomery,32.37089,-86.161376,36117,Alabama,AL,7117799851,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2024,11,2023,46,35.4,200586.0,2.41
2,2,0,3,0,13068.0,60000.0,1722.0,1,single_family,1962,False,Montgomery,32.323353,-86.291318,36116,Alabama,AL,8922976627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,2,2023,322,35.4,200586.0,2.41
2,2,0,3,2,11326.0,159000.0,1635.0,1,single_family,1965,False,Montgomery,32.37021,-86.251939,36109,Alabama,AL,8224034280,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,11,2023,43,35.4,200586.0,2.41
3,2,1,3,0,740520.0,424900.0,3339.0,2,single_family,1974,False,Montgomery,32.323992,-86.458715,36108,Alabama,AL,9099119141,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2024,9,2023,133,35.4,200586.0,2.41
2,2,0,3,0,14375.0,140000.0,1576.0,1,single_family,1969,False,Montgomery,32.389801,-86.196333,36117,Alabama,AL,7788790816,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2024,12,2023,35,35.4,200586.0,2.41
1,1,0,3,0,13504.0,149900.0,1736.0,1,single_family,1954,False,Montgomery,32.393518,-86.247999,36109,Alabama,AL,7502373005,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2024,12,2023,30,35.4,200586.0,2.41
1,1,0,2,0,4356.0,45000.0,1434.0,1,single_family,1966,False,Montgomery,32.362228,-86.312431,36104,Alabama,AL,9066470079,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2024,12,2023,29,35.4,200586.0,2.41
2,2,0,4,2,13068.0,310000.0,2134.0,1,single_family,2006,False,Montgomery,32.316226,-86.134284,36117,Alabama,AL,7582727824,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2024,8,2023,136,35.4,200586.0,2.41
2,2,0,3,0,6970.0,147000.0,1650.0,1,single_family,1986,False,Montgomery,32.330353,-86.257237,36111,Alabama,AL,7012948010,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2024,10,2023,77,35.4,200586.0,2.41
2,2,0,5,2,16553.0,195000.0,2264.0,1,single_family,1968,False,Montgomery,32.336941,-86.223595,36116,Alabama,AL,7474045814,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2024,7,2023,169,35.4,200586.0,2.41
2,2,0,3,2,16988.0,136000.0,1752.0,1,single_family,1968,False,Montgomery,32.312602,-86.287019,36116,Alabama,AL,8160653135,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,11,2023,61,35.4,200586.0,2.41
1,1,0,3,0,11326.0,31500.0,961.0,1,single_family,1958,False,Montgomery,32.334407,-86.289689,36111,Alabama,AL,7315920123,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2024,1,2024,-1,35.4,200586.0,2.41
2,2,0,4,0,12632.0,178000.0,1892.0,1,single_family,1967,False,Montgomery,32.37289,-86.237024,36109,Alabama,AL,8656536510,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,11,2023,62,35.4,200586.0,2.41
2,2,0,4,0,11326.0,172500.0,1699.0,1,single_family,1975,False,Montgomery,32.392608,-86.231218,36109,Alabama,AL,8182935020,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2024,12,2023,34,35.4,200586.0,2.41
2,2,0,3,2,67954.0,150000.0,1833.0,1,single_family,1962,False,Montgomery,32.31254,-86.29416,36116,Alabama,AL,7463846561,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2024,10,2023,76,35.4,200586.0,2.41
3,2,1,3,0,313632.0,170000.0,3092.0,1,single_family,1945,False,Montgomery,32.273275,-86.259551,36116,Alabama,AL,9438857823,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,9,2023,122,35.4,200586.0,2.41
1,1,0,3,0,12632.0,125000.0,1380.0,1,single_family,1957,False,Montgomery,32.370027,-86.242435,36109,Alabama,AL,8163998846,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,11,2023,60,35.4,200586.0,2.41
2,2,0,3,0,6098.0,162000.0,1539.0,1,single_family,1984,False,Montgomery,32.352188,-86.201805,36117,Alabama,AL,8965792046,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2024,11,2023,57,35.4,200586.0,2.41
2,2,0,3,0,8276.0,111200.0,1178.0,1,single_family,1950,False,Montgomery,32.369906,-86.271969,36107,Alabama,AL,8210500445,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2024,11,2023,57,35.4,200586.0,2.41
1,1,0,3,1,7405.0,63000.0,1290.0,1,single_family,1948,False,Montgomery,32.375789,-86.27008,36107,Alabama,AL,7793345485,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2024,11,2023,61,35.4,200586.0,2.41
2,2,0,4,0,16553.0,106000.0,2349.0,1,single_family,1964,False,Montgomery,32.334141,-86.260841,36111,Alabama,AL,8352509580,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2024,10,2023,74,35.4,200586.0,2.41
2,2,0,3,2,6534.0,245000.0,1742.0,1,single_family,2001,False,Montgomery,32.380124,-86.16438,36117,Alabama,AL,8426516593,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2024,10,2023,80,35.4,200586.0,2.41
3,3,0,4,0,22651.0,310000.0,3137.0,1,single_family,1989,False,Montgomery,32.348511,-86.144541,36117,Alabama,AL,8073335883,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2024,8,2023,150,35.4,200586.0,2.41
1,1,0,3,0,15682.0,100000.0,1471.0,1,single_family,1950,False,Montgomery,32.378365,-86.24679,36109,Alabama,AL,7056113344,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,9,2023,106,35.4,200586.0,2.41
2,1,1,3,0,10664.0,95900.0,1200.0,1,single_family,1971,False,Montgomery,32.391523,-86.193254,36117,Alabama,AL,7947655529,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2024,12,2023,32,35.4,200586.0,2.41
4,3,1,4,2,30056.0,375000.0,4483.0,2,single_family,1940,False,Montgomery,32.341846,-86.277533,36111,Alabama,AL,8261736041,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2024,9,2023,105,35.4,200586.0,2.41
2,2,0,3,2,9583.0,320000.0,2488.0,1,single_family,2004,False,Montgomery,32.375242,-86.158352,36117,Alabama,AL,8782779002,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,2024,12,2023,33,35.4,200586.0,2.41
2,2,0,3,0,10019.0,120000.0,1747.0,1,single_family,1971,True,Montgomery,32.309924,-86.240711,36116,Alabama,AL,7152486220,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,10,2023,91,35.4,200586.0,2.41
2,2,0,4,2,13747.0,283000.0,2069.0,1,single_family,1994,False,Montgomery,32.343306,-86.167468,36117,Alabama,AL,7194045969,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2024,11,2023,54,35.4,200586.0,2.41
2,2,0,4,0,15682.0,284500.0,2124.0,1,single_family,1994,False,Montgomery,32.341748,-86.167057,36117,Alabama,AL,7558916813,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,2024,11,2023,48,35.4,200586.0,2.41
2,2,0,2,0,4792.0,160000.0,1475.0,1,single_family,1989,False,Montgomery,32.389676,-86.244298,36109,Alabama,AL,7532334823,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,11,2023,55,35.4,200586.0,2.41
4,3,1,4,2,4356.0,439900.0,3050.0,2,single_family,2022,False,Montgomery,32.356445,-86.143059,36117,Alabama,AL,9702416423,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2024,9,2023,102,35.4,200586.0,2.41
2,2,0,3,0,18731.0,68250.0,2556.0,1,single_family,1968,False,Montgomery,32.308274,-86.257496,36116,Alabama,AL,7307257977,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2024,9,2023,99,35.4,200586.0,2.41
4,3,1,4,2,29621.0,385000.0,3288.0,2,single_family,1987,False,Montgomery,32.345345,-86.153421,36117,Alabama,AL,7435305681,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,2024,7,2023,167,35.4,200586.0,2.41
2,2,0,4,0,26136.0,139900.0,1500.0,1,single_family,1978,False,Montgomery,32.389227,-86.228626,36109,Alabama,AL,7899123899,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,12,2023,28,35.4,200586.0,2.41
2,2,0,3,0,17280.0,115000.0,2240.0,1,single_family,1975,False,Montgomery,32.339396,-86.231634,36106,Alabama,AL,7960919056,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2023,8,2023,149,35.4,200586.0,2.41
3,3,0,3,0,24394.0,140267.0,2210.0,1,single_family,1954,False,Montgomery,32.3413,-86.28926,36111,Alabama,AL,7300082097,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2023,9,2023,99,35.4,200586.0,2.41
2,2,0,2,0,5227.0,173000.0,1249.0,1,single_family,2008,False,Montgomery,32.329261,-86.208689,36116,Alabama,AL,8761381350,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,12,2023,10,2023,80,35.4,200586.0,2.41
2,2,0,4,0,17424.0,215000.0,1900.0,1,single_family,1969,False,Montgomery,32.394089,-86.24356,36109,Alabama,AL,8603667510,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,12,2023,10,2023,88,35.4,200586.0,2.41
2,2,0,3,0,7841.0,161000.0,1280.0,1,single_family,1954,False,Little Rock,34.727648,-92.342816,72204,Arkansas,AR,7191497884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2024,12,2023,35,36.6,197986.0,2.36
2,2,0,4,2,16988.0,359500.0,2080.0,1,single_family,2019,False,Little Rock,34.716767,-92.481808,72210,Arkansas,AR,7854450074,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2024,10,2023,77,36.6,197986.0,2.36
2,2,0,3,0,10890.0,205000.0,1830.0,1,single_family,1998,False,Little Rock,34.66904,-92.434441,72210,Arkansas,AR,7590124670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2024,11,2023,47,36.6,197986.0,2.36
2,2,0,3,0,11761.0,162000.0,1446.0,1,single_family,1957,False,Little Rock,34.692718,-92.39731,72204,Arkansas,AR,8945680329,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,6,2023,211,36.6,197986.0,2.36
5,3,2,4,3,139828.0,1170000.0,3928.0,3,single_family,2018,False,Little Rock,34.747145,-92.473675,72223,Arkansas,AR,9521849482,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2024,11,2023,46,36.6,197986.0,2.36
3,2,1,3,2,10019.0,225000.0,1633.0,2,single_family,1979,False,Little Rock,34.731995,-92.403051,72211,Arkansas,AR,8433767523,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,2024,11,2023,59,36.6,197986.0,2.36
1,1,0,2,0,6970.0,115000.0,754.0,1,single_family,1955,False,Little Rock,34.732259,-92.331775,72204,Arkansas,AR,8025245667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2024,10,2023,87,36.6,197986.0,2.36
2,2,0,4,3,11761.0,63000.0,2184.0,1,single_family,1940,False,Little Rock,34.741559,-92.315418,72204,Arkansas,AR,8261346232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2024,11,2023,42,36.6,197986.0,2.36
1,1,0,3,0,8712.0,135000.0,1119.0,1,single_family,1954,False,Little Rock,34.729525,-92.347334,72204,Arkansas,AR,7978591856,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2024,10,2023,91,36.6,197986.0,2.36
2,2,0,3,2,9583.0,150000.0,1386.0,1,single_family,2007,False,Mabelvale,34.645979,-92.368536,72103,Arkansas,AR,7539003317,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2024,12,2023,33,33.28458401305057,33000.0,2.4684828711256115
2,2,0,4,0,7841.0,530000.0,2300.0,2,single_family,1939,False,Little Rock,34.768719,-92.343271,72207,Arkansas,AR,7019114955,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2024,11,2023,56,36.6,197986.0,2.36
2,2,0,3,0,11326.0,159900.0,1750.0,1,single_family,1966,False,Little Rock,34.741524,-92.28592,72202,Arkansas,AR,7164775054,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,10,2023,89,36.6,197986.0,2.36
4,4,0,4,0,6970.0,980000.0,3724.0,2,single_family,2016,False,Little Rock,34.770779,-92.33378,72207,Arkansas,AR,8210091039,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2024,1,2024,0,36.6,197986.0,2.36
2,2,0,3,2,11326.0,259900.0,1546.0,2,single_family,1981,False,Little Rock,34.790459,-92.419368,72223,Arkansas,AR,7047886314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,2024,12,2023,38,36.6,197986.0,2.36
3,2,1,4,0,5227.0,570000.0,4596.0,3,single_family,1927,False,Little Rock,34.757546,-92.317265,72205,Arkansas,AR,8490256394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2024,10,2023,82,36.6,197986.0,2.36
3,3,0,4,2,17860.0,417000.0,2851.0,2,single_family,1982,False,Little Rock,34.762832,-92.414595,72211,Arkansas,AR,8120325607,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2024,10,2023,76,36.6,197986.0,2.36
3,2,1,4,2,8712.0,396500.0,2340.0,2,single_family,2000,False,Little Rock,34.804707,-92.490714,72223,Arkansas,AR,7785709635,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2024,9,2023,120,36.6,197986.0,2.36
3,2,1,4,2,26618.39825327511,150000.0,2124.0,2,single_family,1977,False,Little Rock,34.659456,-92.436121,72210,Arkansas,AR,7522333549,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,2024,11,2023,63,36.6,197986.0,2.36
2,2,0,4,2,9148.0,9000.0,2054.0,2,single_family,1969,False,Little Rock,34.67242,-92.335586,72209,Arkansas,AR,8865928063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2024,12,2023,23,36.6,197986.0,2.36
2,2,0,3,2,16117.0,255000.0,1497.0,2,single_family,1970,False,Little Rock,34.798415,-92.402968,72212,Arkansas,AR,8811257000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2024,12,2023,39,36.6,197986.0,2.36
1,1,0,2,0,6970.0,63500.0,840.0,1,single_family,1950,False,Little Rock,34.742189,-92.324525,72204,Arkansas,AR,8726068981,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,1,2024,-2,36.6,197986.0,2.36
2,2,0,3,2,9148.0,455000.0,3084.0,1,single_family,2006,False,Little Rock,34.800187,-92.457665,72223,Arkansas,AR,7647670806,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2024,11,2023,52,36.6,197986.0,2.36
2,2,0,3,0,8276.0,222000.0,1678.0,1,single_family,2003,False,Little Rock,34.664575,-92.426583,72210,Arkansas,AR,8020834987,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2024,11,2023,52,36.6,197986.0,2.36
2,2,0,3,0,6098.0,379000.0,1651.0,1,single_family,1922,False,Little Rock,34.761795,-92.325963,72205,Arkansas,AR,8378400483,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2024,1,2024,-2,36.6,197986.0,2.36
